--------- beginning of main
--------- beginning of system
08-05 17:34:53.576  2950 20409 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 17:35:10.463  2950 20647 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:10.464  2950 20646 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:35:10.465  2950 20646 D CustomInterceptor: HEADER REQUEST
08-05 17:35:10.465  2950 20646 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:10.465  2950 20646 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '16', toString = 'LruCache[maxSize=100,hits=8,misses=16,hitRate=33%]', 
08-05 17:35:10.465  2950 20646 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:10.645  2950 20958 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:10.645  2950 20958 D CustomInterceptor: HEADER REQUEST
08-05 17:35:10.645  2950 20958 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:10.645  2950 20958 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:10.645  2950 20958 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '17', toString = 'LruCache[maxSize=100,hits=8,misses=17,hitRate=32%]', 
08-05 17:35:10.645  2950 20958 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:11.052  2950 20650 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:11.054  2950 20650 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:11.055  2950 20645 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:11.060  2950 20645 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:11.117  2950 20958 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:11.119  2950 20958 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:11.446  2950 20650 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:35:11.447  2950 20650 D CustomInterceptor: HEADER REQUEST
08-05 17:35:11.447  2950 20650 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:11.447  2950 20650 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '18', toString = 'LruCache[maxSize=100,hits=8,misses=18,hitRate=30%]', 
08-05 17:35:11.447  2950 20650 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:11.470  2950 20645 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 17:35:11.473  2950 20645 D CustomInterceptor: HEADER REQUEST
08-05 17:35:11.473  2950 20645 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:11.474  2950 20645 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '19', toString = 'LruCache[maxSize=100,hits=8,misses=19,hitRate=29%]', 
08-05 17:35:11.474  2950 20645 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:13.024  2950 20958 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:13.024  2950 20958 D CustomInterceptor: HEADER REQUEST
08-05 17:35:13.024  2950 20958 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:13.024  2950 20958 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:13.025  2950 20958 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '20', toString = 'LruCache[maxSize=100,hits=8,misses=20,hitRate=28%]', 
08-05 17:35:13.025  2950 20958 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:13.605  2950 20958 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:13.610  2950 20958 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:17.007  2950 20958 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:17.007  2950 20958 D CustomInterceptor: HEADER REQUEST
08-05 17:35:17.008  2950 20958 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:17.008  2950 20958 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:17.008  2950 20958 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '21', toString = 'LruCache[maxSize=100,hits=8,misses=21,hitRate=27%]', 
08-05 17:35:17.008  2950 20958 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:17.581  2950 20958 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:17.585  2950 20958 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:22.791  2950 21229 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 17:35:22.792  2950 21229 D CustomInterceptor: HEADER REQUEST
08-05 17:35:22.792  2950 21229 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:22.792  2950 21229 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:22.792  2950 21229 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:35:22.793  2950 21229 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '22', toString = 'LruCache[maxSize=100,hits=8,misses=22,hitRate=26%]', 
08-05 17:35:22.793  2950 21229 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:23.359  2950 21229 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 17:35:23.360  2950 21229 D CustomInterceptor: HEADER RESPONSE
08-05 17:35:23.360  2950 21229 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 17:35:23.360  2950 21229 D CustomInterceptor: Connection close
08-05 17:35:23.360  2950 21229 D CustomInterceptor: Content-Type application/json
08-05 17:35:23.360  2950 21229 D CustomInterceptor: Date Wed, 05 Aug 2020 15:35:19 GMT
08-05 17:35:23.361  2950 21229 D CustomInterceptor: Expires Wed, 05 Aug 2020 15:40:23 GMT+00:00
08-05 17:35:23.361  2950 21229 D CustomInterceptor: Server gunicorn/19.7.0
08-05 17:35:23.361  2950 21229 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-05 17:35:23.361  2950 21229 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-05 17:35:23.361  2950 21229 D CustomInterceptor: X-gunicorn-server app09
08-05 17:35:23.361  2950 21229 D CustomInterceptor: X-Marge Get ready, skanks! It's time for the truth train!
08-05 17:35:23.361  2950 21229 D CustomInterceptor: CACHEABLE true
08-05 17:35:23.361  2950 21229 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 17:35:23.361  2950 21229 D CustomInterceptor: REQ_SERV_BY net
08-05 17:35:23.361  2950 21229 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=2&read_filter=all&global_feed=true
08-05 17:35:23.366  2950 21229 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 17:35:25.143  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:25.143  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:25.143  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:25.143  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:25.143  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '23', toString = 'LruCache[maxSize=100,hits=9,misses=23,hitRate=28%]', 
08-05 17:35:25.144  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:25.691  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:25.696  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:27.592  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:27.592  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:27.592  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:27.592  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:27.593  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '24', toString = 'LruCache[maxSize=100,hits=9,misses=24,hitRate=27%]', 
08-05 17:35:27.593  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:28.126  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:28.130  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:31.553  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:31.553  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:31.553  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:31.553  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:31.553  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '25', toString = 'LruCache[maxSize=100,hits=9,misses=25,hitRate=26%]', 
08-05 17:35:31.554  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:32.125  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:32.128  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:32.563  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:32.563  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:32.563  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:32.563  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:32.563  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '26', toString = 'LruCache[maxSize=100,hits=9,misses=26,hitRate=25%]', 
08-05 17:35:32.563  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:33.053  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:33.057  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:34.291  2950 21474 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:35:34.295  2950 21474 D CustomInterceptor: HEADER REQUEST
08-05 17:35:34.295  2950 21474 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:34.295  2950 21474 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '9', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=9,misses=27,hitRate=25%]', 
08-05 17:35:34.295  2950 21474 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:35:34.295  2950 21474 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 17:35:34.295  2950 21474 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 17:35:34.295  2950 21474 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 17:35:34.966  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:34.966  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:34.966  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:34.966  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:34.967  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '27', toString = 'LruCache[maxSize=100,hits=10,misses=27,hitRate=27%]', 
08-05 17:35:34.967  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:35.617  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:35.620  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:39.021  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:39.021  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:39.022  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:39.022  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:39.022  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '28', toString = 'LruCache[maxSize=100,hits=10,misses=28,hitRate=26%]', 
08-05 17:35:39.022  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:39.617  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:39.624  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:40.163  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:35:40.164  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:40.164  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:40.164  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:40.164  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:35:40.165  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '29', toString = 'LruCache[maxSize=100,hits=10,misses=29,hitRate=25%]', 
08-05 17:35:40.165  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:40.597  2950 20648 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:35:40.601  2950 20648 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:40.612  2950 20647 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:35:40.615  2950 20647 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:40.620  2950 20652 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:35:40.620  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:40.623  2950 20646 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:35:40.625  2950 20652 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:40.629  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:40.629  2950 20646 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:41.451  2950 20650 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:35:41.460  2950 20650 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:41.478  2950 20645 D CustomInterceptor: Interceptor exiting with exception java.net.SocketTimeoutException: timeout
08-05 17:35:41.487  2950 20645 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:42.658  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:35:42.660  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:42.660  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:42.660  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:42.660  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:35:42.660  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '30', toString = 'LruCache[maxSize=100,hits=10,misses=30,hitRate=25%]', 
08-05 17:35:42.660  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:43.202  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:43.207  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:46.724  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feed_unread_count?feed_id=0
08-05 17:35:46.725  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:46.725  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:46.725  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:46.725  2950 21299 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-05 17:35:46.725  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '31', toString = 'LruCache[maxSize=100,hits=10,misses=31,hitRate=24%]', 
08-05 17:35:46.725  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 17:35:47.290  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:47.294  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:47.724  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:47.724  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:47.724  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:47.725  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:47.725  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '32', toString = 'LruCache[maxSize=100,hits=10,misses=32,hitRate=23%]', 
08-05 17:35:47.725  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:48.205  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:48.209  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:50.140  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:50.140  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:50.140  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:50.140  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:50.141  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '33', toString = 'LruCache[maxSize=100,hits=10,misses=33,hitRate=23%]', 
08-05 17:35:50.141  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:50.657  2950 21299 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 17:35:50.660  2950 21299 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 17:35:54.079  2950 21299 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/mark_story_hashes_as_read/
08-05 17:35:54.079  2950 21299 D CustomInterceptor: HEADER REQUEST
08-05 17:35:54.079  2950 21299 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:54.079  2950 21299 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Thu, 04 Aug 2022 22:30:33 GMT; Max-Age=63072000; Path=/
08-05 17:35:54.080  2950 21299 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '34', toString = 'LruCache[maxSize=100,hits=10,misses=34,hitRate=22%]', 
08-05 17:35:54.080  2950 21299 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEPOST
08-05 17:35:54.138  2950 21821 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:35:54.140  2950 21821 D CustomInterceptor: HEADER REQUEST
08-05 17:35:54.140  2950 21821 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:54.140  2950 21821 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '10', createCount = '0', putCount = '9', evictionCount = '0', missCount = '35', toString = 'LruCache[maxSize=100,hits=10,misses=35,hitRate=22%]', 
08-05 17:35:54.140  2950 21821 D CustomInterceptor: PREFLIB GET REQUEST http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 17:35:54.140  2950 21821 D CustomInterceptor: PREFLIB found http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs, sending it back
08-05 17:35:54.140  2950 21821 D CustomInterceptor: CONTENT GIF89aÀ€À€ï¿½À€À€ï¿½ï¿½ï¿½À€À€À€!ï¿½À€À€À€À€,À€À€À€À€À€À€À€DÀ€;
08-05 17:35:54.140  2950 21821 D CustomInterceptor: interceptor_finished : return_type #2 : request served from cache
08-05 17:35:54.163  2950 20649 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-quit-after-covid.jpg
08-05 17:35:54.164  2950 20649 D CustomInterceptor: HEADER REQUEST
08-05 17:35:54.164  2950 20649 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 17:35:54.164  2950 20649 D CustomInterceptor: CACHED STATS: size = '9', maxSize = '100', hitCount = '11', createCount = '0', putCount = '9', evictionCount = '0', missCount = '35', toString = 'LruCache[maxSize=100,hits=11,misses=35,hitRate=23%]', 
